retweetCount,quoteCount,replyCount,retweetedTweet,date,user,text,lang,likeCount,id,cleaned_text
0,0,0,False,2024-07-21,"{'id': 48380858, 'id_str': '48380858', 'url': 'https://twitter.com/Elaine', 'username': 'Elaine', 'rawDescription': 'You can never have too many laugh lines. I like people. You can’t see my backbone but you can feel it. Fluent in Autocorrect. Be you.', 'created': datetime.datetime(2009, 6, 18, 15, 20, 39, tzinfo=datetime.timezone.utc), 'followersCount': 5151, 'friendsCount': 1204, 'statusesCount': 104326, 'favouritesCount': 194966, 'listedCount': 19, 'mediaCount': 12414, 'location': 'Washington State', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1766241797360246784/ZBk3WdZO_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","@GeorgeWept Yep. Clinton was our last populist president. Which makes the Kamala issue so fascinating. With Clinton’s endorsement, the same issues on the right are happening on the left. Biden was a bone to the OGs in 2008. It’s all so fascinating!",en,1.0,1815132225232678964,"@USER Yep. Clinton was our last populist president. Which makes the Kamala issue so fascinating. With Clintons endorsement, the same issues on the right are happening on the left. Biden was a bone to the OGs in 2008. Its all so fascinating!"
0,0,0,False,2024-07-21,"{'id': 909880785641115653, 'id_str': '909880785641115653', 'url': 'https://twitter.com/Political Antagonist', 'username': 'Political Antagonist', 'rawDescription': ""Political Antagonist to both Right & Left. Stop with your political lines. Start governing with common sense & budget constraints. I'm not here for followers."", 'created': datetime.datetime(2017, 9, 18, 20, 44, 18, tzinfo=datetime.timezone.utc), 'followersCount': 126, 'friendsCount': 31, 'statusesCount': 9144, 'favouritesCount': 421, 'listedCount': 1, 'mediaCount': 721, 'location': 'United States', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1590558493513326593/vbj7Fhrc_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","With Biden officially dropping out, @TheDemocrats should be talking to these people to find their candidate.",en,0.0,1815132225127522408,"With Biden officially dropping out, @USER should be talking to these people to find their candidate."
0,0,0,False,2024-07-21,"{'id': 1563296326279802883, 'id_str': '1563296326279802883', 'url': 'https://twitter.com/Nevertheless Nine', 'username': 'Nevertheless Nine', 'rawDescription': 'سچا', 'created': datetime.datetime(2022, 8, 26, 22, 44, 51, tzinfo=datetime.timezone.utc), 'followersCount': 28, 'friendsCount': 2, 'statusesCount': 5846, 'favouritesCount': 16428, 'listedCount': 1, 'mediaCount': 277, 'location': 'goon palace, moon', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1780999827591172096/B5j7w6DB_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","Trump can walk all over Biden, yall can call women bitches and show how fragile your ego is and only one will prevail in the end.",en,0.0,1815132224616091844,"Trump can walk all over Biden, yall can call women bitches and show how fragile your ego is and only one will prevail in the end."
0,0,2,False,2024-07-21,"{'id': 923106269761851392, 'id_str': '923106269761851392', 'url': 'https://twitter.com/Andrew Korybko, PhD', 'username': 'Andrew Korybko, PhD', 'rawDescription': ""I'm a Moscow-based American political analyst with a PhD from MGIMO. My personal views are my own & don’t represent any other people, outlets, or institutions."", 'created': datetime.datetime(2017, 10, 25, 8, 37, 40, tzinfo=datetime.timezone.utc), 'followersCount': 46453, 'friendsCount': 13184, 'statusesCount': 74457, 'favouritesCount': 314592, 'listedCount': 243, 'mediaCount': 5194, 'location': 'Moscow, Russia', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/923110970515513344/mN-gzyJK_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","@AtomicAj74 @McFaul Did you know that I’m also a ghostwriter at CNN too? 😁

“Angry and stunned Democrats blame Biden’s closest advisers for shielding public from full extent of president’s decline”

https://t.co/PDiwmrU7o6",en,0.0,1815132224561312141,@USER @USER Did you know that Im also a ghostwriter at CNN too? Angry and stunnedDemocratsblame Bidens closest advisers for shielding public from full extent of presidents decline HTTPURL
0,0,5,False,2024-07-21,"{'id': 106928985, 'id_str': '106928985', 'url': ""https://twitter.com/Katie Porter's White Board"", 'username': ""Katie Porter's White Board"", 'rawDescription': 'Proud mom. Proud USAF Veteran🌊🇺🇲🏳️\u200d🌈', 'created': datetime.datetime(2010, 1, 21, 3, 7, 55, tzinfo=datetime.timezone.utc), 'followersCount': 3338, 'friendsCount': 2215, 'statusesCount': 34747, 'favouritesCount': 587156, 'listedCount': 27, 'mediaCount': 3111, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1820974562516795392/-1Ub7Mk9_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","@acnewsitics I've received a ton of text messages from my friends about this. No one before had ever told me that Biden needed to step down, but there is definitely a lot of hope today. Everyone is also excited about Kamala Harris moving to the top of the ticket.",en,6.0,1815132224557068524,"@USER I've received a ton of text messages from my friends about this. No one before had ever told me that Biden needed to step down, but there is definitely a lot of hope today. Everyone is also excited about Kamala Harris moving to the top of the ticket."
50,1,15,False,2024-07-21,"{'id': 715044396, 'id_str': '715044396', 'url': 'https://twitter.com/Lisa', 'username': 'Lisa', 'rawDescription': 'You can check out any time you like but you can never leave', 'created': datetime.datetime(2012, 7, 24, 22, 39, 6, tzinfo=datetime.timezone.utc), 'followersCount': 125224, 'friendsCount': 3338, 'statusesCount': 284570, 'favouritesCount': 309050, 'listedCount': 592, 'mediaCount': 1651, 'location': 'Los Angeles, CA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1453180356551528448/4JV3rivI_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","Political machines Trump has ended; 

The Biden’s 

The Bush’s 

The Clinton’s",en,203.0,1815132224209240373,Political machines Trump has ended; The Bidens The Bushs The Clintons
0,0,0,False,2024-07-21,"{'id': 1793543909542436864, 'id_str': '1793543909542436864', 'url': 'https://twitter.com/Azizo007🏳️🏴', 'username': 'Azizo007🏳️🏴', 'rawDescription': '🖋️Engineer 🔧CNC operator\n\n~HittingTheGym⛓️\n\n~Reading Books📚\n\n~Watching News📰', 'created': datetime.datetime(2024, 5, 23, 7, 26, 17, tzinfo=datetime.timezone.utc), 'followersCount': 63, 'friendsCount': 41, 'statusesCount': 2259, 'favouritesCount': 703, 'listedCount': 0, 'mediaCount': 406, 'location': 'keepItSecret', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1822317754474479616/ciATraxI_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","@RpsAgainstTrump Who cares! this is 13 years ago!! Move on my boy nothing stays as the same👍🏼

🚨Trump2024",en,0.0,1815132224146272688,@USER Who cares! this is 13 years ago!! Move on my boy nothing stays as the same Trump2024
1,0,0,False,2024-07-21,"{'id': 20361510, 'id_str': '20361510', 'url': 'https://twitter.com/Lily @Honeysuckle63', 'username': 'Lily @Honeysuckle63', 'rawDescription': '', 'created': datetime.datetime(2009, 2, 8, 11, 27, 9, tzinfo=datetime.timezone.utc), 'followersCount': 719, 'friendsCount': 1487, 'statusesCount': 124834, 'favouritesCount': 120326, 'listedCount': 32, 'mediaCount': 188, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/627783505846603776/73eMhYgQ_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","@BarackObama Joe Biden is Complicit in the Genocide of PALESTINIANS in their Gaza Concentration Camp!

Shameful! History will Never forgive or Forget!",en,0.0,1815132223848214923,@USER Joe Biden is Complicit in the Genocide of PALESTINIANS in their Gaza Concentration Camp! Shameful! History will Never forgive or Forget!
0,0,0,False,2024-07-21,"{'id': 1613475197318823937, 'id_str': '1613475197318823937', 'url': 'https://twitter.com/Jan Wesel', 'username': 'Jan Wesel', 'rawDescription': '', 'created': datetime.datetime(2023, 1, 12, 9, 57, 52, tzinfo=datetime.timezone.utc), 'followersCount': 15, 'friendsCount': 46, 'statusesCount': 562, 'favouritesCount': 1356, 'listedCount': 0, 'mediaCount': 15, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1613475341149798401/0IuCc1XW_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","@JoeBiden I repect Mr. Biden decision,

if you think, you are too old the you kann withdraw.

An old man muss not run for president, if he is not fit. 

And there is an old, weak man still in race!",en,0.0,1815132223558807821,"@USER I repect Mr. Biden decision, if you think, you are too old the you kann withdraw. An old man muss not run for president, if he is not fit. And there is an old, weak man still in race!"
0,0,0,False,2024-07-21,"{'id': 1613244168540676103, 'id_str': '1613244168540676103', 'url': 'https://twitter.com/Barometer Trading, LLC', 'username': 'Barometer Trading, LLC', 'rawDescription': 'Equity Long/Short Excellence for Wealth Accumulation & Presevation. Significantly outperforming Wall St. for 38 Months and counting...', 'created': datetime.datetime(2023, 1, 11, 18, 39, 36, tzinfo=datetime.timezone.utc), 'followersCount': 135, 'friendsCount': 145, 'statusesCount': 114, 'favouritesCount': 64, 'listedCount': 0, 'mediaCount': 2, 'location': 'Granger, Indiana', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1613247671711457281/VU0Ije-M_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",Please read my reply post to @JDVance1 about this topic. I would guess $50MM plus Pardons for all Bidens+; plus jobs or Ambassadorships for senior Biden aides.,en,0.0,1815132223474974929,Please read my reply post to @USER about this topic. I would guess $50MM plus Pardons for all Bidens+; plus jobs or Ambassadorships for senior Biden aides.
0,1,1,False,2024-07-21,"{'id': 1222693566696132608, 'id_str': '1222693566696132608', 'url': 'https://twitter.com/The Sea Turtle 🐢🐢', 'username': 'The Sea Turtle 🐢🐢', 'rawDescription': 'Before you follow me just know I’m into astrology, spirituality, nerd shit and conspiracy theories. #Slytherin ENFP-A  💍🪬DET✈️ LV', 'created': datetime.datetime(2020, 1, 30, 1, 30, 49, tzinfo=datetime.timezone.utc), 'followersCount': 317, 'friendsCount': 559, 'statusesCount': 15709, 'favouritesCount': 10753, 'listedCount': 0, 'mediaCount': 2946, 'location': 'Las Vegas, NV', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1629338895505838080/c9ZZObN8_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","Yall know I love being the crazy conspiracy theorist, but the way the boys season ended and Biden dropping out like he did is oddly “similar”. #iDontCareIfimReaching https://t.co/xuXZeuMpV4",en,1.0,1815132223470997785,"Yall know I love being the crazy conspiracy theorist, but the way the boys season ended and Biden dropping out like he did is oddly similar. #iDontCareIfimReaching HTTPURL"
0,0,0,False,2024-07-21,"{'id': 1320120675420557312, 'id_str': '1320120675420557312', 'url': 'https://twitter.com/Edith M Leach', 'username': 'Edith M Leach', 'rawDescription': '', 'created': datetime.datetime(2020, 10, 24, 21, 51, 53, tzinfo=datetime.timezone.utc), 'followersCount': 326, 'friendsCount': 384, 'statusesCount': 23015, 'favouritesCount': 11300, 'listedCount': 0, 'mediaCount': 380, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1414626392646504449/omTerkEL_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",@DogginTrump They said this was their plan as soon as the BS started over having Biden drop out. They are trying to have an election with no candidate for President on the ballot.,en,0.0,1815132223009423679,@USER They said this was their plan as soon as the BS started over having Biden drop out. They are trying to have an election with no candidate for President on the ballot.
2,0,0,False,2024-07-21,"{'id': 45892306, 'id_str': '45892306', 'url': 'https://twitter.com/The UnReal Brad Pitt', 'username': 'The UnReal Brad Pitt', 'rawDescription': '', 'created': datetime.datetime(2009, 6, 9, 17, 41, 50, tzinfo=datetime.timezone.utc), 'followersCount': 3027, 'friendsCount': 2186, 'statusesCount': 11510, 'favouritesCount': 7523, 'listedCount': 69, 'mediaCount': 3546, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1834231105932734464/4-YAeyw__normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","If Trump wins, JD Vance will pull the 25th Amendment on Trump before Trump can finish wearing his Orange make up.",en,4.0,1815132222850220374,"If Trump wins, JD Vance will pull the 25th Amendment on Trump before Trump can finish wearing his Orange make up."
0,0,0,False,2024-07-21,"{'id': 385448446, 'id_str': '385448446', 'url': 'https://twitter.com/Jerry  Wynn', 'username': 'Jerry  Wynn', 'rawDescription': '', 'created': datetime.datetime(2011, 10, 5, 14, 32, 34, tzinfo=datetime.timezone.utc), 'followersCount': 552, 'friendsCount': 200, 'statusesCount': 5460, 'favouritesCount': 157, 'listedCount': 0, 'mediaCount': 3, 'location': '', 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",@CalltoActivism Thank you and President Biden for our leadership and improving quality life for all Americans I support your candidacy for president. We need you right now.,en,0.0,1815132222820655355,@USER Thank you and President Biden for our leadership and improving quality life for all Americans I support your candidacy for president. We need you right now.
0,0,1,False,2024-07-21,"{'id': 987548920325771265, 'id_str': '987548920325771265', 'url': 'https://twitter.com/Justin Yselonia🧩🇺🇦🇮🇱🧡🎗️🟧🇺🇸', 'username': 'Justin Yselonia🧩🇺🇦🇮🇱🧡🎗️🟧🇺🇸', 'rawDescription': 'Floridian, Democrat, Autistic. #MSDStrong #TFJ #EndGunViolence High on Hopium! Proud constituent of President Joe Biden! #SlavaUkraini #PersistOn🇺🇸', 'created': datetime.datetime(2018, 4, 21, 4, 29, 45, tzinfo=datetime.timezone.utc), 'followersCount': 5951, 'friendsCount': 5839, 'statusesCount': 68973, 'favouritesCount': 107084, 'listedCount': 27, 'mediaCount': 3821, 'location': 'Florida, USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1834092127870980096/v_CneU_3_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",He proved the Leftist wing of the party wrong when they said he wouldn’t be too ambitious. He even proved Donald Trump wrong after he predicted the markets would all crash under Biden.,en,3.0,1815132222803829204,He proved the Leftist wing of the party wrong when they said he wouldnt be too ambitious. He even proved Donald Trump wrong after he predicted the markets would all crash under Biden.
5,0,4,False,2024-07-21,"{'id': 1106396660484063232, 'id_str': '1106396660484063232', 'url': 'https://twitter.com/Welly Wahine 🍉', 'username': 'Welly Wahine 🍉', 'rawDescription': 'Tūhoe. Health law & policy in Aotearoa NZ - Te Tiriti, mental health, Māori health equity & hauora Māori. No TERFs. Opinions my own.', 'created': datetime.datetime(2019, 3, 15, 3, 28, 14, tzinfo=datetime.timezone.utc), 'followersCount': 2991, 'friendsCount': 3042, 'statusesCount': 17269, 'favouritesCount': 60986, 'listedCount': 15, 'mediaCount': 939, 'location': 'Wellington City, New Zealand', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1524525746890285058/tW9RfzBL_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","The GOP is just openly antidemocratic at this point. The point is to actually WIN the election, not to install your candidate by disenfranchising millions of voters.",en,30.0,1815132222766404086,"The GOP is just openly antidemocratic at this point. The point is to actually WIN the election, not to install your candidate by disenfranchising millions of voters."
0,0,4,False,2024-07-21,"{'id': 830215823457345536, 'id_str': '830215823457345536', 'url': 'https://twitter.com/JLR37🌊🌊🗽🇺🇸', 'username': 'JLR37🌊🌊🗽🇺🇸', 'rawDescription': '', 'created': datetime.datetime(2017, 2, 11, 0, 44, 11, tzinfo=datetime.timezone.utc), 'followersCount': 2411, 'friendsCount': 4756, 'statusesCount': 4966, 'favouritesCount': 234617, 'listedCount': 3, 'mediaCount': 833, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1840119269469642752/GMiH4tnE_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",@SpeakerPelosi @grinningbamE President Joe Biden is a true patriot. He has always fought for America and protecting democracy.  It is time Nancy and Chuck to pull the knives out of Joe’s back and fully support Kamala Harris. If we lose this election I will blame you all.,en,0.0,1815132222480883819,@USER @USER President Joe Biden is a true patriot. He has always fought for America and protecting democracy. It is time Nancy and Chuck to pull the knives out of Joes back and fully support Kamala Harris. If we lose this election I will blame you all.
0,0,0,False,2024-07-21,"{'id': 1448592122039443457, 'id_str': '1448592122039443457', 'url': 'https://twitter.com/shogun', 'username': 'shogun', 'rawDescription': '💀', 'created': datetime.datetime(2021, 10, 14, 10, 12, 18, tzinfo=datetime.timezone.utc), 'followersCount': 107, 'friendsCount': 85, 'statusesCount': 1722, 'favouritesCount': 28747, 'listedCount': 0, 'mediaCount': 64, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1767669082902401024/9O3kkH-b_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",Biden out? ITS HER TIME TO SHINE. https://t.co/7umNaS99wi,en,0.0,1815132221998538763,Biden out? ITS HER TIME TO SHINE. HTTPURL
0,0,0,False,2024-07-21,"{'id': 1011687402287566848, 'id_str': '1011687402287566848', 'url': 'https://twitter.com/Ben Hort', 'username': 'Ben Hort', 'rawDescription': '""Creative Printer Since 1915"" Fan of NY Yankees, NY Mets (yes both), NY Giants & NY Knicks. Opinionated Observer of Politics.', 'created': datetime.datetime(2018, 6, 26, 19, 7, 27, tzinfo=datetime.timezone.utc), 'followersCount': 451, 'friendsCount': 2720, 'statusesCount': 21587, 'favouritesCount': 202233, 'listedCount': 2, 'mediaCount': 322, 'location': 'NYC, Westchester, Englewood NJ', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1011689060820307968/ymEDSf7H_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","@mariashriver This is the right decision. Biden is a great politician. In the
long run this could put him up there on Mt. Rushmore with Washington &amp; Lincoln personally I’d put him ahead of both Roosevelts. He is a lot like Harry Truman.",en,0.0,1815132221876953197,@USER This is the right decision. Biden is a great politician. In the long run this could put him up there on Mt. Rushmore with Washington &amp; Lincoln personally Id put him ahead of both Roosevelts. He is a lot like Harry Truman.
0,0,0,False,2024-07-21,"{'id': 867834421021376512, 'id_str': '867834421021376512', 'url': 'https://twitter.com/Luna Stryker', 'username': 'Luna Stryker', 'rawDescription': 'I am a patriot that loves America and supports our president.Tired of the liberals trying to silence conservatives. Can’t wait to vote for President Trump again', 'created': datetime.datetime(2017, 5, 25, 20, 7, 4, tzinfo=datetime.timezone.utc), 'followersCount': 251, 'friendsCount': 598, 'statusesCount': 14625, 'favouritesCount': 9558, 'listedCount': 1, 'mediaCount': 2367, 'location': 'Tampa, FL', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/867840381702025217/KW1ADoIh_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",@SundaeDivine @BlackKnight10k Yes because she has done such a great job as the “border czar” that Biden appointed her to https://t.co/cHRfpdJphZ,en,0.0,1815132221860131169,@USER @USER Yes because she has done such a great job as the border czar that Biden appointed her to HTTPURL
0,0,0,False,2024-07-21,"{'id': 1484262807378055178, 'id_str': '1484262807378055178', 'url': 'https://twitter.com/Prince_Tjayy', 'username': 'Prince_Tjayy', 'rawDescription': 'Christ is king ☦️\nDMV 🗺️', 'created': datetime.datetime(2022, 1, 20, 20, 34, 2, tzinfo=datetime.timezone.utc), 'followersCount': 107, 'friendsCount': 134, 'statusesCount': 1274, 'favouritesCount': 6556, 'listedCount': 0, 'mediaCount': 173, 'location': '', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1842149383053152256/NLRUyy7R_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",@TristanSnell where was this energy with Biden?,en,0.0,1815132221793009978,@USER where was this energy with Biden?
174,4,16,False,2024-07-21,"{'id': 1331107444416770048, 'id_str': '1331107444416770048', 'url': 'https://twitter.com/The Oval Pawffice® 🇺🇸 DOTUS Fans', 'username': 'The Oval Pawffice® 🇺🇸 DOTUS Fans', 'rawDescription': 'Pawffice of #COTUS & #DOTUS - the fan page for #Willow and #Commander Biden. Not affiliated with the #WhiteHouse. #FirstCat #FirstDog #Bipawrtisan', 'created': datetime.datetime(2020, 11, 24, 5, 29, 18, tzinfo=datetime.timezone.utc), 'followersCount': 209187, 'friendsCount': 635, 'statusesCount': 6801, 'favouritesCount': 14949, 'listedCount': 428, 'mediaCount': 1953, 'location': 'Washington, DC', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1346560834613469184/LJVlGDRS_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","🐾💙🇺🇸 A prosecutor versus a convicted felon - there’s no clearer “good versus evil” pawlitical battle for the soul and future of our country, and the stakes are incommensurable. Thanks to @POTUS Biden’s vision, we’re in a very good pawsition to ensure kindness, justice, https://t.co/I7VxOCL2Uc",en,1138.0,1815132221763682329,"A prosecutor versus a convicted felon - theres no clearer good versus evil pawlitical battle for the soul and future of our country, and the stakes are incommensurable. Thanks to @USER Bidens vision, were in a very good pawsition to ensure kindness, justice, HTTPURL"
0,0,0,False,2024-07-21,"{'id': 1707151446481739776, 'id_str': '1707151446481739776', 'url': 'https://twitter.com/Sandra Palmer', 'username': 'Sandra Palmer', 'rawDescription': 'ex Navy and coast guard, retired from coast guard. retired again from the SSA, mother, grandmother, lover of all things Trump!  MAGA', 'created': datetime.datetime(2023, 9, 27, 21, 53, 51, tzinfo=datetime.timezone.utc), 'followersCount': 154, 'friendsCount': 241, 'statusesCount': 7874, 'favouritesCount': 307, 'listedCount': 10, 'mediaCount': 4, 'location': 'Somewhere in florida', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1707151595593498624/VwAwPGj5_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","@AdamKinzinger LOL, Biden was forced out. Plain and simple, and it was a good decision by the democrats.  Let’s see what comes of this.",en,0.0,1815132221742645600,"@USER LOL, Biden was forced out. Plain and simple, and it was a good decision by the democrats. Lets see what comes of this."
0,0,1,False,2024-07-21,"{'id': 913821200, 'id_str': '913821200', 'url': 'https://twitter.com/Worthy_Opponents', 'username': 'Worthy_Opponents', 'rawDescription': ""We're 5+ years into the greatest open-book IQ test in history. Many will fail. Choose your study partners wisely. $XLM $XDC $QNT $HBAR $VELO $SHX $PLI $xrp"", 'created': datetime.datetime(2012, 10, 30, 3, 42, 11, tzinfo=datetime.timezone.utc), 'followersCount': 1153, 'friendsCount': 2162, 'statusesCount': 5723, 'favouritesCount': 16412, 'listedCount': 3, 'mediaCount': 1927, 'location': 'USA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1765375253197275137/QS34VRpQ_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","@718Tv I trust Trumps (Dis)orderlies more than I trust Biden’s orderlies. 😉
https://t.co/Ee4rBnAcau",en,2.0,1815132221679763902,@USER I trust Trumps (Dis)orderlies more than I trust Bidens orderlies. HTTPURL
0,0,0,False,2024-07-21,"{'id': 1651438536405684225, 'id_str': '1651438536405684225', 'url': 'https://twitter.com/Robert Garity', 'username': 'Robert Garity', 'rawDescription': 'O|||||||O', 'created': datetime.datetime(2023, 4, 27, 4, 10, 21, tzinfo=datetime.timezone.utc), 'followersCount': 74, 'friendsCount': 67, 'statusesCount': 1714, 'favouritesCount': 304, 'listedCount': 2, 'mediaCount': 99, 'location': 'Las Vegas, NV', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1651445663308337152/b_J0uwxH_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': True, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",Because the Biden’s care so much about their people. https://t.co/PAqYt0wvB4,en,0.0,1815132221415838136,Because the Bidens care so much about their people. HTTPURL
0,0,0,False,2024-07-21,"{'id': 1591048489475112961, 'id_str': '1591048489475112961', 'url': 'https://twitter.com/Marieanne Syverson', 'username': 'Marieanne Syverson', 'rawDescription': '🙏🏻Christian woman👩🏻\u200d🦳wife👫mom👩\u200d👦\u200d👦grandma❤️friend👍🏻🇺🇸came to US LEGALLY🇺🇸patriot🇺🇸MAGA🇺🇸🇺🇸loves to travel✈️🛳️🚘', 'created': datetime.datetime(2022, 11, 11, 12, 42, 19, tzinfo=datetime.timezone.utc), 'followersCount': 262, 'friendsCount': 89, 'statusesCount': 1475, 'favouritesCount': 17192, 'listedCount': 0, 'mediaCount': 1, 'location': 'Clovis, CA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1591056304503767041/ZibNubsn_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}",@atensnut I bet they made a deal to pardon Hunter if Biden drops out..,en,1.0,1815132221239685274,@USER I bet they made a deal to pardon Hunter if Biden drops out..
4,2,3,False,2024-07-21,"{'id': 857330109396783106, 'id_str': '857330109396783106', 'url': 'https://twitter.com/Melissa Gill', 'username': 'Melissa Gill', 'rawDescription': '', 'created': datetime.datetime(2017, 4, 26, 20, 26, 41, tzinfo=datetime.timezone.utc), 'followersCount': 3290, 'friendsCount': 2609, 'statusesCount': 59322, 'favouritesCount': 1010229, 'listedCount': 26, 'mediaCount': 14809, 'location': 'Charlottesville, VA', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1176637358718038017/Vjom5kci_normal.jpg', 'profileBannerUrl': 'PW', 'protected': 'PW', 'verified': False, 'blue': False, 'blueType': None, 'descriptionLinks': ['PW'], '_type': 'PW'}","@LongTimeHistory If Trump isn't elected, how will we ever find out how the Great Battle Between Sharks and Batteries pans out? 

RIP, @gop https://t.co/e6SfiznGGH",en,33.0,1815132221096726539,"@USER If Trump isn't elected, how will we ever find out how the Great Battle Between Sharks and Batteries pans out? RIP, @USER HTTPURL"
